中	zhōng	ㄓㄨㄥ
華	huá	ㄏㄨㄚˊ
廣	guǎng	ㄍㄨㄤˇ
大	dà	ㄉㄚˋ
失	shī	ㄕ
迷	mí	ㄇㄧˊ
統	tǒng	ㄊㄨㄥˇ
帥	shuài	ㄕㄨㄞˋ
七	qī	ㄑㄧ
雄	xióng	ㄒㄩㄥˊ
五	wǔ	ㄨˇ
霸	bà	ㄅㄚˋ
先	xiān	ㄒㄧㄢ
前	qián	ㄑㄧㄢˊ
打	dǎ	ㄉㄚˇ
仗	zhàng	ㄓㄤˋ
歐	ōu	ㄡ
流	liú	ㄌㄧㄡˊ
美	měi	ㄇㄟˇ
派	pài	ㄆㄞˋ
今	jīn	ㄐㄧㄣ
時	shí	ㄕˊ
搗	dǎo	ㄉㄠˇ
亂	luàn	ㄌㄨㄢˋ
軍	jūn	ㄐㄩㄣ
閥	fá	ㄈㄚˊ
領	lǐng	ㄌㄧㄥˇ
袖	xiù	ㄒㄧㄡˋ
吞	tūn	ㄊㄨㄣ
雲	yún	ㄩㄣˊ
吐	tǔ	ㄊㄨˇ
霧	wù	ㄨˋ
脫	tuō	ㄊㄨㄛ
離	lí	ㄌㄧˊ
法	fǎ	ㄈㄚˇ
律	lǜ	ㄌㄩˋ
喝	hē	ㄏㄜ
嫖	piáo	ㄆㄧㄠˊ
賭	dǔ	ㄉㄨˇ
戲	xì	ㄒㄧˋ
朱	zhū	ㄓㄨ
門	mén	ㄇㄣˊ
酒	jiǔ	ㄐㄧㄡˇ
肉	ròu	ㄖㄡˋ
荒	huāng	ㄏㄨㄤ
唐	táng	ㄊㄤˊ
享	xiǎng	ㄒㄧㄤˇ
樂	lè	ㄌㄜˋ
雞	jī	ㄐㄧ
鳴	míng	ㄇㄧㄥˊ
狗	gǒu	ㄍㄡˇ
盜	dào	ㄉㄠˋ
司	sī	ㄙ
辰	chén	ㄔㄣˊ
守	shǒu	ㄕㄡˇ
刻	kè	ㄎㄜˋ
勾	gōu	ㄍㄡ
結	jié	ㄐㄧㄝˊ
匪	fěi	ㄈㄟˇ
輩	bèi	ㄅㄟˋ
爭	zhēng	ㄓㄥ
權	quán	ㄑㄩㄢˊ
搶	qiǎng	ㄑㄧㄤˇ
利	lì	ㄌㄧˋ
心	xīn	ㄒㄧㄣ
蛇	shé	ㄕㄜˊ
口	kǒu	ㄎㄡˇ
蜜	mì	ㄇㄧˋ
紛	fēn	ㄈㄣ
繁	fán	ㄈㄢˊ
詭	guǐ	ㄍㄨㄟˇ
計	jì	ㄐㄧˋ
屈	qū	ㄑㄩ
從	cóng	ㄘㄨㄥˊ
老	lǎo	ㄌㄠˇ
例	lì	ㄌㄧˋ
終	zhōng	ㄓㄨㄥ
於	yú	ㄩˊ
引	yǐn	ㄧㄣˇ
禍	huò	ㄏㄨㄛˋ
三	sān	ㄙㄢ
民	mín	ㄇㄧㄣˊ
主	zhǔ	ㄓㄨˇ
義	yì	ㄧˋ
歪	wāi	ㄨㄞ
斜	xié	ㄒㄧㄝˊ
解	jiě	ㄐㄧㄝˇ
釋	shì	ㄕˋ
邀	yāo	ㄧㄠ
敵	dí	ㄉㄧˊ
屢	lǚ	ㄌㄩˇ
敗	bài	ㄅㄞˋ
燒	shāo	ㄕㄠ
城	chéng	ㄔㄥˊ
毀	huǐ	ㄏㄨㄟˇ
鎮	zhèn	ㄓㄣˋ
肝	gān	ㄍㄢ
糜	mí	ㄇㄧˊ
腦	nǎo	ㄋㄠˇ
爛	làn	ㄌㄢˋ
邦	bāng	ㄅㄤ
亡	wáng	ㄨㄤˊ
種	zhǒng	ㄓㄨㄥˇ
滅	miè	ㄇㄧㄝˋ
風	fēng	ㄈㄥ
強	qiáng	ㄑㄧㄤˊ
雨	yǔ	ㄩˇ
暴	bào	ㄅㄠˋ
霜	shuāng	ㄕㄨㄤ
嚴	yán	ㄧㄢˊ
雪	xuě	ㄒㄩㄝˇ
重	zhòng	ㄓㄨㄥˋ
憂	yōu	ㄧㄡ
國	guó	ㄍㄨㄛˊ
偉	wěi	ㄨㄟˇ
志	zhì	ㄓˋ
出	chū	ㄔㄨ
言	yán	ㄧㄢˊ
惹	rě	ㄖㄜˇ
罵	mà	ㄇㄚˋ
他	tā	ㄊㄚ
來	lái	ㄌㄞˊ
你	nǐ	ㄋㄧˇ
附	fù	ㄈㄨˋ
庸	yōng	ㄩㄥ
人	rén	ㄖㄣˊ
擾	rǎo	ㄖㄠˇ
事	shì	ㄕˋ
吹	chuī	ㄔㄨㄟ
牛	niú	ㄋㄧㄡˊ
馬	mǎ	ㄇㄚˇ
屁	pì	ㄆㄧˋ
生	shēng	ㄕㄥ
活	huó	ㄏㄨㄛˊ
手	shǒu	ㄕㄡˇ
段	duàn	ㄉㄨㄢˋ
偵	zhēn	ㄓㄣ
諜	dié	ㄉㄧㄝˊ
舉 	jǔ	ㄐㄩˇ
動	dòng	ㄉㄨㄥˋ
包	bāo	ㄅㄠ
含	hán	ㄏㄢˊ
掩	yǎn	ㄧㄢˇ
飾	shì	ㄕˋ
雌	cī	ㄘ
黃	huáng	ㄏㄨㄤˊ
嘴	zuǐ	ㄗㄨㄟˇ
碎	suì	ㄙㄨㄟˋ
丁	dīng	ㄉㄧㄥ
寧	níng	ㄋㄧㄥˊ
拐	guǎi	ㄍㄨㄞˇ
誘	yòu	ㄧㄡˋ
推	tuī	ㄊㄨㄟ
及	jí	ㄐㄧˊ
典	diǎn	ㄉㄧㄢˇ
故	gù	ㄍㄨˋ
摸	mō	ㄇㄛ
魚	yú	ㄩˊ
索	suǒ	ㄙㄨㄛˇ
雁	yàn	ㄧㄢˋ
修	xiū	ㄒㄧㄡ
辭	cí	ㄘˊ
晃	huǎng	ㄏㄨㄤˇ
幻	huàn	ㄏㄨㄢˋ
商	shāng	ㄕㄤ
量	liáng	ㄌㄧㄤˊ
趕	gǎn	ㄍㄢˇ
做	zuò	ㄗㄨㄛˋ
操	cāo	ㄘㄠ
持	chí	ㄔˊ
鞏	gǒng	ㄍㄨㄥˇ
固	gù	ㄍㄨˋ
堅	jiān	ㄐㄧㄢ
决	jué	ㄐㄩㄝˊ
反	fǎn	ㄈㄢˇ
對	duì	ㄉㄨㄟˋ
擱	gē	ㄍㄜ
局	jú	ㄐㄩˊ
耍	shuǎ	ㄕㄨㄚˇ
弄	nòng	ㄋㄨㄥˋ
接	jiē	ㄐㄧㄝ
連	lián	ㄌㄧㄢˊ
攪	jiǎo	ㄐㄧㄠˇ
混	hùn	ㄏㄨㄣˋ
機	jī	ㄐㄧ
靈	líng	ㄌㄧㄥˊ
敏	mǐn	ㄇㄧㄣˇ
速	sù	ㄙㄨˋ
倉	cāng	ㄘㄤ
皇	huáng	ㄏㄨㄤˊ
鼠	shǔ	ㄕㄨˇ
竄	cuàn	ㄘㄨㄢˋ
搜	sōu	ㄙㄡ
集	jí	ㄐㄧˊ
捕	bǔ	ㄅㄨˇ
獲	huò	ㄏㄨㄛˋ
根	gēn	ㄍㄣ
源	yuán	ㄩㄢˊ
審	shěn	ㄕㄣˇ
問	wèn	ㄨㄣˋ
汪	wāng	ㄨㄤ
洋	yáng	ㄧㄤˊ
眼	yǎn	ㄧㄢˇ
淚	lèi	ㄌㄟˋ
哭	kū	ㄎㄨ
啼	tí	ㄊㄧˊ
喊	hǎn	ㄏㄢˇ
叫	jiào	ㄐㄧㄠˋ
爹	diē	ㄉㄧㄝ
娘	niáng	ㄋㄧㄤˊ
囑	zhǔ	ㄓㄨˇ
咐	fù	ㄈㄨˋ
思	sī	ㄙ
惟	wéi	ㄨㄟˊ
揣	chuǎi	ㄔㄨㄞˇ
測	cè	ㄘㄜˋ
恩	ēn	ㄣ
仇	chóu	ㄔㄡˊ
彼	bǐ	ㄅㄧˇ
岸	àn	ㄢˋ
恭	gōng	ㄍㄨㄥ
維	wéi	ㄨㄟˊ
捧	pěng	ㄆㄥˇ
誦	sòng	ㄙㄨㄥˋ
兇	xiōng	ㄒㄩㄥ
徒	tú	ㄊㄨˊ
醒	xǐng	ㄒㄧㄥˇ
悟	wù	ㄨˋ
眞	zhēn	ㄓㄣ
格	gé	ㄍㄜˊ
許	xǔ	ㄒㄩˇ
願	yuàn	ㄩㄢˋ
依	yī	ㄧ
條	tiáo	ㄊㄧㄠˊ
理	lǐ	ㄌㄧˇ
論	lùn	ㄌㄨㄣˋ
安	ān	ㄢ
全	quán	ㄑㄩㄢˊ
保	bǎo	ㄅㄠˇ
障	zhàng	ㄓㄤˋ
溫	wēn	ㄨㄣ
涼	liáng	ㄌㄧㄤˊ
冷	lěng	ㄌㄥˇ
熱	rè	ㄖㄜˋ
饑	jī	ㄐㄧ
寒	hán	ㄏㄢˊ
苦	kǔ	ㄎㄨˇ
況	kuàng	ㄎㄨㄤˋ
吃	chī	ㄔ
食	shí	ㄕˊ
飲	yǐn	ㄧㄣˇ
料	liào	ㄌㄧㄠˋ
分	fēn	ㄈㄣ
朋	péng	ㄆㄥˊ
與	yǔ	ㄩˇ
共	gòng	ㄍㄨㄥˋ
歡	huān	ㄏㄨㄢ
迎	yíng	ㄧㄥˊ
掃	sǎo	ㄙㄠˇ
榻	tà	ㄊㄚˋ
周	zhōu	ㄓㄡ
旋	xuán	ㄒㄩㄢˊ
懇	kěn	ㄎㄣˇ
切	qiè	ㄑㄧㄝˋ
鴨	yā	ㄧㄚ
絨	róng	ㄖㄨㄥˊ
暖	nuǎn	ㄋㄨㄢˇ
被	bèi	ㄅㄟˋ
舒	shū	ㄕㄨ
眉	méi	ㄇㄟˊ
爽	shuǎng	ㄕㄨㄤˇ
快	kuài	ㄎㄨㄞˋ
梳	shū	ㄕㄨ
頭	tóu	ㄊㄡˊ
洗	xǐ	ㄒㄧˇ
涮	shuàn	ㄕㄨㄢˋ
歸	guī	ㄍㄨㄟ
齊	qí	ㄑㄧˊ
整	zhěng	ㄓㄥˇ
頓	dùn	ㄉㄨㄣˋ
公	gōng	ㄍㄨㄥ
平	píng	ㄆㄧㄥˊ
謹	jǐn	ㄐㄧㄣˇ
慎	shèn	ㄕㄣˋ
精	jīng	ㄐㄧㄥ
勤	qín	ㄑㄧㄣˊ
努	nǔ	ㄋㄨˇ
力	lì	ㄌㄧˋ
尊	zūn	ㄗㄨㄣ
崇	chóng	ㄔㄨㄥˊ
古	gǔ	ㄍㄨˇ
聖	shèng	ㄕㄥˋ
知	zhī	ㄓ
德	dé	ㄉㄜˊ
改	gǎi	ㄍㄞˇ
錯	cuò	ㄘㄨㄛˋ
初	chū	ㄔㄨ
學	xué	ㄒㄩㄝˊ
孔	kǒng	ㄎㄨㄥˇ
孟	mèng	ㄇㄥˋ
經	jīng	ㄐㄧㄥ
籍	jí	ㄐㄧˊ
史	shǐ	ㄕˇ
部	bù	ㄅㄨˋ
詩	shī	ㄕ
詞	cí	ㄘˊ
禮	lǐ	ㄌㄧˇ
記	jì	ㄐㄧˋ
通	tōng	ㄊㄨㄥ
達	dá	ㄉㄚˊ
體	tǐ	ㄊㄧˇ
要	yào	ㄧㄠˋ
昇	shēng	ㄕㄥ
級	jí	ㄐㄧˊ
考	kǎo	ㄎㄠˇ
試	shì	ㄕˋ
章	zhāng	ㄓㄤ
程	chéng	ㄔㄥˊ
討	tǎo	ㄊㄠˇ
厭	yàn	ㄧㄢˋ
清	qīng	ㄑㄧㄥ
晨	chén	ㄔㄣˊ
晚	wǎn	ㄨㄢˇ
上	shàng	ㄕㄤˋ
耕	gēng	ㄍㄥ
讀	dú	ㄉㄨˊ
勉	miǎn	ㄇㄧㄢˇ
勵	lì	ㄌㄧˋ
親	qīn	ㄑㄧㄣ
仁	rén	ㄖㄣˊ
講	jiǎng	ㄐㄧㄤˇ
道	dào	ㄉㄠˋ
深	shēn	ㄕㄣ
覺	jué	ㄐㄩㄝˊ
把	bǎ	ㄅㄚˇ
握	wò	ㄨㄛˋ
資	zī	ㄗ
質	zhí	ㄓˊ
魯	lǔ	ㄌㄨˇ
俊	jùn	ㄐㄩㄣˋ
均	jūn	ㄐㄩㄣ
宜	yí	ㄧˊ
忍	rěn	ㄖㄣˇ
耐	nài	ㄋㄞˋ
超	chāo	ㄔㄠ
群	qún	ㄑㄩㄣˊ
頂	dǐng	ㄉㄧㄥˇ
戴	dài	ㄉㄞˋ
寬	kuān	ㄎㄨㄢ
懷	huái	ㄏㄨㄞˊ
滿	mǎn	ㄇㄢˇ
腹	fù	ㄈㄨˋ
官	guān	ㄍㄨㄢ
僚	liáo	ㄌㄧㄠˊ
腐	fǔ	ㄈㄨˇ
臭	chòu	ㄔㄡˋ
兼	jiān	ㄐㄧㄢ
職	zhí	ㄓˊ
輔	fǔ	ㄈㄨˇ
助	zhù	ㄓㄨˋ
驅	qū	ㄑㄩ
逐	zhú	ㄓㄨˊ
撫	fǔ	ㄈㄨˇ
憲	xiàn	ㄒㄧㄢˋ
英	yīng	ㄧㄥ
賢	xián	ㄒㄧㄢˊ
佐	zuǒ	ㄗㄨㄛˇ
運	yùn	ㄩㄣˋ
兵	bīng	ㄅㄧㄥ
營	yíng	ㄧㄥˊ
餉	xiǎng	ㄒㄧㄤˇ
項	xiàng	ㄒㄧㄤˋ
聽	tīng	ㄊㄧㄥ
聞	wén	ㄨㄣˊ
底	dǐ	ㄉㄧˇ
細	xì	ㄒㄧˋ
租	zū	ㄗㄨ
粮	liáng	ㄌㄧㄤˊ
緩	huǎn	ㄏㄨㄢˇ
慢	màn	ㄇㄢˋ
開	kāi	ㄎㄞ
陳	chén	ㄔㄣˊ
簡	jiǎn	ㄐㄧㄢˇ
略	lüè	ㄌㄩㄝˋ
莊	zhuāng	ㄓㄨㄤ
奴	nú	ㄋㄨˊ
渴	kě	ㄎㄜˇ
餓	è	ㄜˋ
哀	āi	ㄞ
憐	lián	ㄌㄧㄢˊ
慘	cǎn	ㄘㄢˇ
狀	zhuàng	ㄓㄨㄤˋ
督	dū	ㄉㄨ
同	tóng	ㄊㄨㄥˊ
膀	bǎng	ㄅㄤˇ
臂	bèi	ㄅㄟˋ
斟	zhēn	ㄓㄣ
酌	zhuó	ㄓㄨㄛˊ
擬	nǐ	ㄋㄧˇ
議	yì	ㄧˋ
抽	chōu	ㄔㄡ
拔	bá	ㄅㄚˊ
董	dǒng	ㄉㄨㄥˇ
士	shì	ㄕˋ
追	zhuī	ㄓㄨㄟ
尋	xún	ㄒㄩㄣˊ
剖	pǒu	ㄆㄡˇ
視	shì	ㄕˋ
究	jiū	ㄐㄧㄡ
其	qí	ㄑㄧˊ
本	běn	ㄅㄣˇ
末	mò	ㄇㄛˋ
帮	bāng	ㄅㄤ
忙	máng	ㄇㄤˊ
補	bǔ	ㄅㄨˇ
救	jiù	ㄐㄧㄡˋ
忠	zhōng	ㄓㄨㄥ
誠	chéng	ㄔㄥˊ
篤	dǔ	ㄉㄨˇ
信	xìn	ㄒㄧㄣˋ
堪	kān	ㄎㄢ
爲	wéi	ㄨㄟˊ
表	biǎo	ㄅㄧㄠˇ
率	shuài	ㄕㄨㄞˋ
凄	qī	ㄑㄧ
寥	liáo	ㄌㄧㄠˊ
景	jǐng	ㄐㄧㄥˇ
象	xiàng	ㄒㄧㄤˋ
托	tuō	ㄊㄨㄛ
福	fú	ㄈㄨˊ
且	qiě	ㄑㄧㄝˇ
過	guò	ㄍㄨㄛˋ
割	gē	ㄍㄜ
柴	chái	ㄔㄞˊ
砍	kǎn	ㄎㄢˇ
樹	shù	ㄕㄨˋ
挖	wā	ㄨㄚ
煤	méi	ㄇㄟˊ
採	cǎi	ㄘㄞˇ
炭	tàn	ㄊㄢˋ
織	zhī	ㄓ
綢	chóu	ㄔㄡˊ
紡	fǎng	ㄈㄤˇ
線	xiàn	ㄒㄧㄢˋ
增	zēng	ㄗㄥ
殖	zhí	ㄓˊ
產	chǎn	ㄔㄢˇ
業	yè	ㄧㄝˋ
森	sēn	ㄙㄣ
林	lín	ㄌㄧㄣˊ
野	yě	ㄧㄝˇ
地	dì	ㄉㄧˋ
烟	yān	ㄧㄢ
苗	miáo	ㄇㄧㄠˊ
斗	dǒu	ㄉㄡˇ
秤	chèng	ㄔㄥˋ
山	shān	ㄕㄢ
河	hé	ㄏㄜˊ
草	cǎo	ㄘㄠˇ
木	mù	ㄇㄨˋ
青	qīng	ㄑㄧㄥ
紅	hóng	ㄏㄨㄥˊ
紫	zǐ	ㄗˇ
綠	lǜ	ㄌㄩˋ
齋	zhāi	ㄓㄞ
壇	tán	ㄊㄢˊ
皿	mǐn	ㄇㄧㄣˇ
器	qì	ㄑㄧˋ
香	xiāng	ㄒㄧㄤ
燭	zhú	ㄓㄨˊ
鼎	dǐng	ㄉㄧㄥˇ
盛	shèng	ㄕㄥˋ
金	jīn	ㄐㄧㄣ
銀	yín	ㄧㄣˊ
寶	bǎo	ㄅㄠˇ
物	wù	ㄨˋ
光	guāng	ㄍㄨㄤ
榮	róng	ㄖㄨㄥˊ
閃	shǎn	ㄕㄢˇ
耀	yào	ㄧㄠˋ
桌	zhuō	ㄓㄨㄛ
牀	chuáng	ㄔㄨㄤˊ
椅	yǐ	ㄧˇ
櫈	dèng	ㄉㄥˋ
優	yōu	ㄧㄡ
良	liáng	ㄌㄧㄤˊ
巧	qiǎo	ㄑㄧㄠˇ
妙	miào	ㄇㄧㄠˋ
鍋	guō	ㄍㄨㄛ
杓	sháo	ㄕㄠˊ
碗	wǎn	ㄨㄢˇ
筷	kuài	ㄎㄨㄞˋ
玻	bō	ㄅㄛ
璃	lí	ㄌㄧˊ
鐵	tiě	ㄊㄧㄝˇ
製	zhì	ㄓˋ
春	chūn	ㄔㄨㄣ
植	zhí	ㄓˊ
